id,nama,kategori,zona,strategi,telepon,tipe,rating,reviews,maps_url
507,"Binangkit Store","Hobi & Koleksi","Zona 4 (Jantung Kota)","UNDER_5",081384761978,mobile,4.8,14,"https://www.google.com/maps/search/?api=1&query=Binangkit%20Store%20sukabumi"
508,"SUARA HATI TOYS","Hobi & Koleksi","Zona 2 (Cisaat/Cibadak)","UNDER_5",085872043165,mobile,4.7,334,"https://www.google.com/maps/search/?api=1&query=SUARA%20HATI%20TOYS%20sukabumi"
509,"Saung Hobby and Toys","Hobi & Koleksi","Zona 3 (Pusat Selatan)","HIGH_LOW_REV",082110060441,mobile,5,3,"https://www.google.com/maps/search/?api=1&query=Saung%20Hobby%20and%20Toys%20sukabumi"
510,"Inona yoga toys. Sukabumi","Hobi & Koleksi","Zona 1 (Baros/Jalur)","UNDER_5",,,4.2,11,"https://www.google.com/maps/search/?api=1&query=Inona%20yoga%20toys.%20Sukabumi"
511,"Toko AZWA","Hobi & Koleksi","Zona 4 (Jantung Kota)","UNDER_5",085294273717,mobile,4.4,13,"https://www.google.com/maps/search/?api=1&query=Toko%20AZWA%20sukabumi"
512,"Samudra","Hobi & Koleksi","Zona 4 (Jantung Kota)","UNDER_5",0266220165,landline,4.4,96,"https://www.google.com/maps/search/?api=1&query=Samudra%20sukabumi"
513,"Sinar Sakti","Hobi & Koleksi","Zona 4 (Jantung Kota)","UNDER_5",087820530919,mobile,4.6,5,"https://www.google.com/maps/search/?api=1&query=Sinar%20Sakti%20sukabumi"
514,"Toko Ujm","Hobi & Koleksi","Zona 4 (Jantung Kota)","UNDER_5",081221219578,mobile,4.5,31,"https://www.google.com/maps/search/?api=1&query=Toko%20Ujm%20sukabumi"
515,"ABCDcell TAMIYA MINI 4WD SUKABUMI","Hobi & Koleksi","Zona 1 (Baros/Jalur)","UNDER_5",083871762872,mobile,4.9,14,"https://www.google.com/maps/search/?api=1&query=ABCDcell%20TAMIYA%20MINI%204WD%20SUKABUMI"
516,"rctopia","Hobi & Koleksi","Zona 4 (Jantung Kota)","HIGH_LOW_REV",085221888188,mobile,5,1,"https://www.google.com/maps/search/?api=1&query=rctopia%20sukabumi"
517,"Lego Lagi","Hobi & Koleksi","Zona 2 (Cisaat/Cibadak)","UNDER_5",085156848468,mobile,4.7,41,"https://www.google.com/maps/search/?api=1&query=Lego%20Lagi%20sukabumi"
518,"Nadaria Toys","Hobi & Koleksi","Zona 4 (Jantung Kota)","HIGH_LOW_REV",081318266794,mobile,5,2,"https://www.google.com/maps/search/?api=1&query=Nadaria%20Toys%20sukabumi"
519,"Ganz toys","Hobi & Koleksi","Zona 6 (Ekspedisi Wisata)","HIGH_LOW_REV",081563737888,mobile,5,1,"https://www.google.com/maps/search/?api=1&query=Ganz%20toys%20sukabumi"
520,"Sagalaya Toys & Hobby","Otaku & Cosplay","Zona 2 (Cisaat/Cibadak)","HIGH_LOW_REV",085798806061,mobile,5,0,"https://www.google.com/maps/search/?api=1&query=Sagalaya%20Toys%20%26%20Hobby%20sukabumi"
521,"Hollyland Shop","Otaku & Cosplay","Zona 4 (Jantung Kota)","UNDER_5",08988227805,mobile,4.5,85,"https://www.google.com/maps/search/?api=1&query=Hollyland%20Shop%20sukabumi"
522,"KawaidOllshop","Otaku & Cosplay","Zona 3 (Pusat Selatan)","UNDER_5",08997100085,mobile,4.6,445,"https://www.google.com/maps/search/?api=1&query=KawaidOllshop%20sukabumi"
523,"Toko Rigo","Otaku & Cosplay","Zona 1 (Baros/Jalur)","UNDER_5",085703000529,mobile,4.7,6,"https://www.google.com/maps/search/?api=1&query=Toko%20Rigo%20sukabumi"
524,"Cosrent Sukabumi","Otaku & Cosplay","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",083894534775,mobile,5,7,"https://www.google.com/maps/search/?api=1&query=Cosrent%20Sukabumi"
525,"Sewa kostum tari","Otaku & Cosplay","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",085217854267,mobile,5,6,"https://www.google.com/maps/search/?api=1&query=Sewa%20kostum%20tari%20sukabumi"
526,"Ambu Costume","Otaku & Cosplay","Zona 4 (Jantung Kota)","UNDER_5",085759665215,mobile,4.8,6,"https://www.google.com/maps/search/?api=1&query=Ambu%20Costume%20sukabumi"
527,"ARVANI COSPLAY","Otaku & Cosplay","Zona 2 (Cisaat/Cibadak)","HIGH_LOW_REV",085846133638,mobile,5,1,"https://www.google.com/maps/search/?api=1&query=ARVANI%20COSPLAY%20sukabumi"
528,"Kostum tari bu nur (alnamira salon)","Otaku & Cosplay","Zona 4 (Jantung Kota)","UNDER_5",081381335196,mobile,4,5,"https://www.google.com/maps/search/?api=1&query=Kostum%20tari%20bu%20nur%20(alnamira%20salon)%20sukabumi"
529,"ARIANA PRO","Otaku & Cosplay","Zona 3 (Pusat Selatan)","UNDER_5",082224252023,mobile,4.9,43,"https://www.google.com/maps/search/?api=1&query=ARIANA%20PRO%20sukabumi"
530,"Toko Rei Gift Shop","Otaku & Cosplay","Zona 4 (Jantung Kota)","UNDER_5",0266222528,landline,4.8,5,"https://www.google.com/maps/search/?api=1&query=Toko%20Rei%20Gift%20Shop%20sukabumi"
531,"Gadget Plan","Electronics","Zona 1 (Baros/Jalur)","UNDER_5",081546773342,mobile,4.4,262,"https://www.google.com/maps/search/?api=1&query=Gadget%20Plan%20sukabumi"
532,"Abadi Cell & Elektronik","Electronics","Zona 1 (Baros/Jalur)","UNDER_5",08567121314,mobile,4.7,27,"https://www.google.com/maps/search/?api=1&query=Abadi%20Cell%20%26%20Elektronik%20sukabumi"
533,"G Selular Sudirman","Electronics","Zona 3 (Pusat Selatan)","UNDER_5",0266222779,landline,4.6,47,"https://www.google.com/maps/search/?api=1&query=G%20Selular%20Sudirman%20sukabumi"
534,"iClaude Service iPhone Sukabumi","Electronics","Zona 5 (Timur/Utara)","HIGH_LOW_REV",082130995656,mobile,5,124,"https://www.google.com/maps/search/?api=1&query=iClaude%20Service%20iPhone%20Sukabumi"
535,"iRoom Service Sukabumi","Electronics","Zona 4 (Jantung Kota)","HIGH_LOW_REV",0811262086,mobile,5,4557,"https://www.google.com/maps/search/?api=1&query=iRoom%20Service%20Sukabumi"
536,"Fixapple Solutions","Electronics","Zona 4 (Jantung Kota)","UNDER_5",085602021202,mobile,4.3,49,"https://www.google.com/maps/search/?api=1&query=Fixapple%20Solutions%20sukabumi"
537,"SERVICE IPHONE & ANDROID","Electronics","Zona 1 (Baros/Jalur)","UNDER_5",08161116705,mobile,4.8,4,"https://www.google.com/maps/search/?api=1&query=SERVICE%20IPHONE%20%26%20ANDROID%20sukabumi"
538,"iFixPro Cabang Sukabumi","Electronics","Zona 4 (Jantung Kota)","HIGH_LOW_REV",08133168383,mobile,5,1393,"https://www.google.com/maps/search/?api=1&query=iFixPro%20Cabang%20Sukabumi"
539,"APPLE IN STORE","Electronics","Zona 1 (Baros/Jalur)","UNDER_5",085795903806,mobile,3.8,30,"https://www.google.com/maps/search/?api=1&query=APPLE%20IN%20STORE%20sukabumi"
540,"iBox Sukabumi","Electronics","Zona 3 (Pusat Selatan)","UNDER_5",02667510004,landline,4.8,928,"https://www.google.com/maps/search/?api=1&query=iBox%20Sukabumi"
541,"VINCI APPLE STORE / TOKO IPHONE SUKABUMI SECOND DAN BARU NEW GRESS / SERVICE IPHONE SUKABUMI","Electronics","Zona 4 (Jantung Kota)","UNDER_5",085179597849,mobile,4.8,5,"https://www.google.com/maps/search/?api=1&query=VINCI%20APPLE%20STORE%20%2F%20TOKO%20IPHONE%20SUKABUMI%20SECOND%20DAN%20BARU%20NEW%20GRESS%20%2F%20SERVICE%20IPHONE%20SUKABUMI"
542,"PANDU APPLE STORE","Electronics","Zona 1 (Baros/Jalur)","UNDER_5",085723232527,mobile,4.7,87,"https://www.google.com/maps/search/?api=1&query=PANDU%20APPLE%20STORE%20sukabumi"
543,"Sukabumi_phone2 pemuda","Electronics","Zona 1 (Baros/Jalur)","UNDER_5",081460950057,mobile,4.9,90,"https://www.google.com/maps/search/?api=1&query=Sukabumi_phone2%20pemuda"
544,"Qtell Phoneshop","Electronics","Zona 4 (Jantung Kota)","UNDER_5",085863117799,mobile,4.6,104,"https://www.google.com/maps/search/?api=1&query=Qtell%20Phoneshop%20sukabumi"
